report_date,zone_id,zone_name,utr,idle_time,stacking_percentage,early,late,order_on_time,nonstacked_difference,stacked_difference,percentile_80
2024-07-21,2,Cairo_city_centre,1.88,16.13,9.46,9.12,12.47,78.41,28.600841617605298,39.061323883818204,10.862262038073908
2024-07-22,2,Cairo_city_centre,2.0,11.96,14.83,9.19,16.0,74.82,28.600841617605298,39.061323883818204,10.862262038073908
2024-07-23,2,Cairo_city_centre,1.91,15.6,11.57,8.44,13.4,78.16,28.600841617605298,39.061323883818204,10.862262038073908
2024-07-24,2,Cairo_city_centre,1.79,17.88,7.97,7.22,13.02,79.76,28.600841617605298,39.061323883818204,10.862262038073908
2024-07-25,2,Cairo_city_centre,1.7,24.17,12.25,8.21,17.38,74.41,28.600841617605298,39.061323883818204,10.862262038073908
2024-07-26,2,Cairo_city_centre,1.8,19.18,8.09,9.7,11.76,78.54,28.600841617605298,39.061323883818204,10.862262038073908
2024-07-27,2,Cairo_city_centre,1.72,20.49,5.35,9.18,10.09,80.74,28.600841617605298,39.061323883818204,10.862262038073908
2024-07-28,2,Cairo_city_centre,1.81,19.17,6.03,8.52,9.78,81.7,28.600841617605298,39.061323883818204,10.862262038073908
2024-06-28,4,Nasr city,2.04,15.09,14.15,11.55,12.78,75.67,27.400641771003063,33.761226844695983,10.862619808306709
2024-06-29,4,Nasr city,1.95,17.51,11.29,13.22,10.55,76.24,27.400641771003063,33.761226844695983,10.862619808306709
2024-06-30,4,Nasr city,1.98,16.27,11.92,13.04,11.38,75.58,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-01,4,Nasr city,2.09,11.38,15.42,9.67,15.24,75.09,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-02,4,Nasr city,1.97,14.65,10.61,10.33,12.24,77.44,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-03,4,Nasr city,1.88,17.28,7.98,10.36,12.25,77.39,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-04,4,Nasr city,2.03,11.99,11.14,12.12,11.91,75.96,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-05,4,Nasr city,2.14,9.68,15.53,13.26,13.25,73.49,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-06,4,Nasr city,1.97,15.52,9.38,13.82,11.06,75.12,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-07,4,Nasr city,1.97,13.86,10.2,13.23,11.36,75.41,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-08,4,Nasr city,2.03,11.43,13.55,11.62,13.29,75.09,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-09,4,Nasr city,2.02,10.99,10.6,11.62,12.32,76.06,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-10,4,Nasr city,1.98,12.2,10.94,11.04,12.52,76.44,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-11,4,Nasr city,1.98,14.01,9.91,12.72,11.8,75.47,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-12,4,Nasr city,2.13,10.33,14.85,13.99,12.43,73.58,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-13,4,Nasr city,1.86,17.74,6.36,13.42,10.59,75.98,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-14,4,Nasr city,1.97,14.48,10.09,13.06,10.91,76.02,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-15,4,Nasr city,2.02,11.12,10.84,11.27,11.77,76.96,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-16,4,Nasr city,1.92,14.99,8.5,10.94,10.77,78.29,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-17,4,Nasr city,1.85,15.73,8.06,10.75,10.86,78.39,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-18,4,Nasr city,1.92,15.92,7.06,13.41,9.77,76.81,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-19,4,Nasr city,2.07,11.2,11.33,12.92,10.08,77.0,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-20,4,Nasr city,1.91,14.15,8.01,10.01,11.34,78.65,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-21,4,Nasr city,1.96,12.22,11.65,9.52,13.36,77.12,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-22,4,Nasr city,2.03,10.23,12.63,10.02,12.98,77.0,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-23,4,Nasr city,1.97,11.34,10.4,10.02,12.36,77.63,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-24,4,Nasr city,1.92,12.89,10.33,9.41,13.09,77.5,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-25,4,Nasr city,1.98,14.55,19.18,7.55,20.6,71.85,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-26,4,Nasr city,2.1,10.46,12.95,12.13,11.29,76.58,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-27,4,Nasr city,1.94,14.36,9.73,12.33,9.92,77.76,27.400641771003063,33.761226844695983,10.862619808306709
2024-07-28,4,Nasr city,1.97,12.44,11.07,11.38,10.9,77.73,27.400641771003063,33.761226844695983,10.862619808306709
2024-06-28,5,Mokattam,1.88,18.76,16.12,7.71,14.76,77.53,28.770181843902982,35.606566848506148,13.595056343147945
2024-06-29,5,Mokattam,1.67,26.52,8.93,8.73,14.03,77.23,28.770181843902982,35.606566848506148,13.595056343147945
2024-06-30,5,Mokattam,1.68,26.9,6.67,10.23,12.28,77.48,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-01,5,Mokattam,1.7,25.16,11.12,9.08,15.23,75.69,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-02,5,Mokattam,1.64,27.01,5.31,8.85,11.67,79.48,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-03,5,Mokattam,1.69,23.41,5.98,7.27,12.92,79.81,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-04,5,Mokattam,1.81,18.19,11.19,7.85,15.45,76.7,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-05,5,Mokattam,1.89,17.03,14.69,9.81,14.93,75.26,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-06,5,Mokattam,1.73,21.98,9.98,8.29,14.71,77.0,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-07,5,Mokattam,1.76,19.4,11.96,7.81,15.64,76.54,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-08,5,Mokattam,1.79,16.29,13.31,7.53,18.09,74.39,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-09,5,Mokattam,1.77,19.42,12.32,6.6,16.52,76.88,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-10,5,Mokattam,1.76,19.05,14.12,7.03,16.69,76.27,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-11,5,Mokattam,1.75,19.44,14.99,7.27,17.99,74.74,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-12,5,Mokattam,1.91,14.61,16.99,8.59,15.88,75.53,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-13,5,Mokattam,1.71,22.07,6.76,7.66,12.52,79.82,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-14,5,Mokattam,1.68,22.36,11.4,6.9,15.49,77.6,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-15,5,Mokattam,1.76,19.46,9.62,7.54,15.08,77.37,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-16,5,Mokattam,1.66,20.41,5.21,6.44,14.43,79.13,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-17,5,Mokattam,1.67,21.18,6.48,7.3,13.59,79.11,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-18,5,Mokattam,1.7,20.98,7.33,7.63,14.1,78.27,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-19,5,Mokattam,1.95,12.75,16.72,7.32,15.58,77.1,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-20,5,Mokattam,1.8,16.43,8.59,6.86,15.15,77.99,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-21,5,Mokattam,1.81,14.18,11.93,6.26,17.65,76.1,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-22,5,Mokattam,1.77,19.7,12.82,6.69,16.59,76.72,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-23,5,Mokattam,1.68,20.03,6.29,6.41,14.64,78.94,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-24,5,Mokattam,1.66,20.59,7.38,5.54,16.1,78.36,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-25,5,Mokattam,1.68,20.99,13.32,5.7,21.9,72.4,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-26,5,Mokattam,1.68,23.7,6.08,7.66,12.66,79.68,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-27,5,Mokattam,1.57,28.0,5.49,8.31,13.6,78.1,28.770181843902982,35.606566848506148,13.595056343147945
2024-07-28,5,Mokattam,1.64,24.48,8.21,7.9,14.26,77.84,28.770181843902982,35.606566848506148,13.595056343147945
2024-06-28,6,Maadi,1.94,17.21,11.4,7.99,13.68,78.33,25.075577998109498,31.455648525255135,10.791614949662115
2024-06-29,6,Maadi,1.83,18.99,9.08,9.5,12.1,78.39,25.075577998109498,31.455648525255135,10.791614949662115
2024-06-30,6,Maadi,1.76,23.04,8.15,10.09,12.19,77.71,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-01,6,Maadi,2.02,13.55,19.75,7.25,18.0,74.75,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-02,6,Maadi,1.89,15.53,11.27,6.94,14.43,78.63,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-03,6,Maadi,1.88,15.35,10.6,7.23,13.86,78.9,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-04,6,Maadi,1.85,16.77,10.61,8.38,13.32,78.3,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-05,6,Maadi,1.95,13.92,14.23,9.81,15.1,75.09,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-06,6,Maadi,1.74,20.89,7.1,8.94,12.06,79.01,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-07,6,Maadi,1.81,18.88,9.48,8.65,13.11,78.25,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-08,6,Maadi,1.85,16.83,11.98,8.43,14.99,76.58,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-09,6,Maadi,1.84,15.16,12.9,7.54,17.16,75.3,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-10,6,Maadi,1.81,15.8,13.54,7.36,18.59,74.05,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-11,6,Maadi,1.76,19.51,13.7,9.0,19.24,71.75,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-12,6,Maadi,1.81,18.78,8.93,10.28,11.95,77.77,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-13,6,Maadi,1.73,22.22,5.6,9.53,10.47,80.01,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-14,6,Maadi,1.82,18.56,11.21,8.27,13.26,78.46,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-15,6,Maadi,1.96,13.82,12.77,8.14,13.27,78.59,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-16,6,Maadi,1.87,15.46,8.21,8.25,12.97,78.78,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-17,6,Maadi,1.73,22.06,7.9,8.69,11.29,80.02,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-18,6,Maadi,1.69,24.18,5.5,9.49,9.94,80.56,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-19,6,Maadi,1.74,22.32,6.7,9.47,10.79,79.74,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-20,6,Maadi,1.66,25.17,3.33,8.89,10.45,80.66,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-21,6,Maadi,1.77,20.55,7.04,8.6,11.24,80.16,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-22,6,Maadi,1.9,15.89,10.07,8.68,12.35,78.98,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-23,6,Maadi,1.8,19.2,7.53,7.91,11.08,81.01,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-24,6,Maadi,1.79,18.86,9.08,6.93,13.01,80.06,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-25,6,Maadi,1.72,23.32,8.91,8.07,14.38,77.55,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-26,6,Maadi,1.75,22.47,6.01,10.27,9.63,80.1,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-27,6,Maadi,1.65,25.84,3.16,11.15,8.78,80.07,25.075577998109498,31.455648525255135,10.791614949662115
2024-07-28,6,Maadi,1.77,20.63,7.27,9.66,9.81,80.53,25.075577998109498,31.455648525255135,10.791614949662115
2024-06-28,10,Tagammoa south,1.85,15.76,28.29,12.98,16.5,70.51,26.919141679145895,34.365588877331362,13.996806812134114
2024-06-29,10,Tagammoa south,1.83,17.91,23.37,14.95,14.0,71.05,26.919141679145895,34.365588877331362,13.996806812134114
2024-06-30,10,Tagammoa south,1.85,17.33,25.33,13.74,14.85,71.41,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-01,10,Tagammoa south,1.98,12.78,32.54,11.1,18.67,70.23,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-02,10,Tagammoa south,1.89,13.87,25.29,10.87,16.62,72.51,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-03,10,Tagammoa south,1.89,14.09,23.67,11.15,16.84,72.01,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-04,10,Tagammoa south,1.84,13.87,25.17,11.7,17.65,70.65,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-05,10,Tagammoa south,1.84,15.28,25.77,12.96,17.96,69.07,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-06,10,Tagammoa south,1.62,23.37,16.66,12.3,15.66,72.04,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-07,10,Tagammoa south,1.78,17.34,20.19,12.45,17.1,70.45,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-08,10,Tagammoa south,1.83,15.22,25.07,11.62,16.79,71.59,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-09,10,Tagammoa south,1.84,14.16,25.81,10.81,19.38,69.81,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-10,10,Tagammoa south,1.78,16.61,23.01,10.75,19.91,69.33,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-11,10,Tagammoa south,1.67,23.73,25.41,13.7,19.29,67.01,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-12,10,Tagammoa south,1.75,19.83,24.78,14.87,16.02,69.11,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-13,10,Tagammoa south,1.64,24.67,21.33,13.68,14.28,72.05,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-14,10,Tagammoa south,1.86,15.7,20.4,12.68,14.69,72.63,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-15,10,Tagammoa south,1.92,13.74,19.29,12.5,14.62,72.88,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-16,10,Tagammoa south,1.87,14.25,17.04,12.73,15.23,72.04,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-17,10,Tagammoa south,1.86,16.23,17.97,13.83,14.18,71.99,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-18,10,Tagammoa south,1.84,17.34,16.2,14.84,12.64,72.51,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-19,10,Tagammoa south,1.74,19.97,17.76,14.3,13.25,72.46,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-20,10,Tagammoa south,1.7,21.55,15.16,12.86,13.9,73.24,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-21,10,Tagammoa south,1.87,13.4,20.21,10.94,17.88,71.18,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-22,10,Tagammoa south,1.92,13.07,23.2,11.06,17.95,70.99,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-23,10,Tagammoa south,1.82,16.67,18.7,11.06,16.89,72.05,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-24,10,Tagammoa south,1.75,18.52,14.2,11.1,15.89,73.01,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-25,10,Tagammoa south,1.58,26.34,16.43,12.96,16.74,70.31,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-26,10,Tagammoa south,1.54,30.51,13.06,18.43,11.52,70.05,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-27,10,Tagammoa south,1.5,31.49,12.66,17.83,11.44,70.73,26.919141679145895,34.365588877331362,13.996806812134114
2024-07-28,10,Tagammoa south,1.72,23.41,13.07,14.65,11.06,74.29,26.919141679145895,34.365588877331362,13.996806812134114
2024-06-28,11,Tagammoa north,1.89,16.64,21.04,21.44,11.66,66.9,25.360279153278775,31.205331272938228,12.403486924034869
2024-06-29,11,Tagammoa north,1.86,19.35,17.9,23.9,9.75,66.35,25.360279153278775,31.205331272938228,12.403486924034869
2024-06-30,11,Tagammoa north,1.89,17.52,19.87,21.76,12.9,65.34,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-01,11,Tagammoa north,2.04,11.9,27.41,15.08,15.16,69.76,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-02,11,Tagammoa north,2.01,14.18,24.3,16.76,14.5,68.74,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-03,11,Tagammoa north,1.99,12.84,23.56,15.94,14.97,69.09,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-04,11,Tagammoa north,1.99,12.6,27.63,16.46,17.79,65.75,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-05,11,Tagammoa north,1.96,14.28,22.0,20.6,13.68,65.72,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-06,11,Tagammoa north,1.81,18.81,17.41,20.37,12.4,67.22,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-07,11,Tagammoa north,1.92,16.7,19.62,18.95,13.98,67.08,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-08,11,Tagammoa north,1.95,13.55,23.93,16.11,15.99,67.9,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-09,11,Tagammoa north,2.0,12.37,25.28,15.83,17.73,66.44,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-10,11,Tagammoa north,1.94,14.17,23.52,16.66,15.97,67.37,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-11,11,Tagammoa north,1.78,21.5,21.34,21.24,16.99,61.77,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-12,11,Tagammoa north,1.95,14.58,23.56,21.28,14.65,64.07,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-13,11,Tagammoa north,1.81,18.03,17.99,21.67,11.95,66.37,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-14,11,Tagammoa north,1.92,14.58,21.74,18.62,14.1,67.28,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-15,11,Tagammoa north,1.96,14.0,21.69,19.41,13.6,66.98,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-16,11,Tagammoa north,1.94,12.56,20.06,18.25,13.83,67.92,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-17,11,Tagammoa north,1.91,14.69,20.15,18.99,12.87,68.14,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-18,11,Tagammoa north,1.92,15.07,19.1,19.78,12.89,67.33,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-19,11,Tagammoa north,1.93,14.95,21.11,20.64,13.11,66.25,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-20,11,Tagammoa north,1.74,21.14,17.88,19.01,12.43,68.56,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-21,11,Tagammoa north,1.92,13.57,21.9,17.44,14.14,68.42,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-22,11,Tagammoa north,1.89,13.69,22.11,18.12,14.47,67.41,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-23,11,Tagammoa north,1.89,13.62,19.14,17.23,13.22,69.56,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-24,11,Tagammoa north,1.83,16.49,15.85,18.76,12.77,68.48,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-25,11,Tagammoa north,1.71,22.53,18.55,18.45,16.4,65.15,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-26,11,Tagammoa north,1.72,27.35,15.02,28.25,9.11,62.64,25.360279153278775,31.205331272938228,12.403486924034869
2024-07-27,11,Tagammoa north,1.7,24.31,13.94,26.16,9.23,64.61,25.360279153278775,31.205331272938228,12.403486924034869
